language,bytes_per_verse,chars_per_verse,words_per_verse,gpt4o_o200k_tok_per_verse,gpt4_cl100k_tok_per_verse,mbert_tok_per_verse,xlmr_tok_per_verse,bloom_tok_per_verse,byt5_tok_per_verse,nllb_tok_per_verse,mt5_tok_per_verse,llama3_tok_per_verse,gemma_tok_per_verse,aya_tok_per_verse,gpt4o_o200k_ratio_vs_en,gpt4o_o200k_ratio_vs_ar,gpt4_cl100k_ratio_vs_en,gpt4_cl100k_ratio_vs_ar,mbert_ratio_vs_en,mbert_ratio_vs_ar,xlmr_ratio_vs_en,xlmr_ratio_vs_ar,bloom_ratio_vs_en,bloom_ratio_vs_ar,byt5_ratio_vs_en,byt5_ratio_vs_ar,nllb_ratio_vs_en,nllb_ratio_vs_ar,mt5_ratio_vs_en,mt5_ratio_vs_ar,llama3_ratio_vs_en,llama3_ratio_vs_ar,gemma_ratio_vs_en,gemma_ratio_vs_ar,aya_ratio_vs_en,aya_ratio_vs_ar
lithuanian,182.07440667094292,169.4020205259782,26.244387427838358,63.3662604233483,81.05564464400257,64.62267479153303,54.63566388710712,73.46808851828095,182.07440667094292,54.33531109685696,60.70060936497755,79.92062219371392,61.97578576010263,60.70060936497755,2.059048512323485,0.7404051362477211,2.6177856728538287,0.6996899267728852,1.8803314716051454,1.897936692585563,1.5889304468674508,0.578679547801511,2.314844101315198,1.2090161555066474,1.3692941854659564,0.85415799970059,1.6076283289129705,0.6216425960988068,1.6184337668778808,0.6430863742391011,2.58169037431493,0.9116493044440583,2.0281115857306284,0.7462694348541373,1.6184337668778808,0.6430863742391011
assamese,390.20846696600387,146.57985888389993,22.961994868505453,62.449807568954455,195.36946760744067,90.41484926234766,68.92639512508018,43.38742783835792,390.20846696600387,47.12379730596536,79.54249518922386,194.15586914688902,102.94868505452213,79.54249518922386,2.0292689281434004,0.7296968129856454,6.309682631753398,1.6864716712116388,2.630808568615649,2.655440377904102,2.0045376959883594,0.7300413745312245,1.367057908112997,0.7139984483113511,2.9345705127122836,1.8305685554822495,1.3942600122410056,0.5391366885356582,2.12080671780269,0.8427047992484026,6.2718523046320565,2.214723286719043,3.3689193018545147,1.2396366753944899,2.12080671780269,0.8427047992484026
tajik,283.45141116100064,158.36818473380373,26.385343168697883,61.76459268762027,106.32665169980757,72.32135984605516,72.41132135984606,97.46824887748556,283.45141116100064,53.5367222578576,63.66982039769083,85.99342527261065,74.22257857601026,63.66982039769083,2.0070032827888076,0.7216903973602999,3.4339420367915148,0.9178347475810136,2.1043407662481277,2.124043347823425,2.1058873457509817,0.7669523479536932,3.071044932976955,1.6039710562566303,2.131701957795364,1.329743673459562,1.584000341609455,0.6125060543349038,1.6976005404342287,0.674543375698464,2.7778612351460277,0.9809213715393692,2.4288787901050575,0.893736821373126,1.6976005404342287,0.674543375698464
kyrgyz,277.32985888389993,152.4982360487492,20.31895445798589,57.74406670942912,108.99262347658755,64.61930724823605,48.7325208466966,96.17334830019243,277.32985888389993,48.11513790891597,56.49134060295061,91.96808851828095,75.86497754971136,56.49134060295061,1.876358709811891,0.6747124304614791,3.520042674842559,0.9408479949059398,1.880233485911057,1.8978377894682312,1.417253504705586,0.51615576933529,3.0302450016926286,1.5826617265966823,2.0856647025197845,1.3010258929451335,1.423590979612558,0.5504784759220935,1.5062038771025201,0.5984917084739888,2.970861867119754,1.0490739639829152,2.48262507740263,0.913513450888616,1.5062038771025201,0.5984917084739888
vietnamese,238.64384220654264,177.9448364336113,39.42815907633098,56.758819756254006,87.93313021167415,56.091244387427835,51.07440667094291,47.250481077613856,238.64384220654264,50.834669660038486,86.6276459268762,54.08017960230917,51.707504810776136,86.6276459268762,1.8443437027773435,0.6632002803088644,2.8399020135896587,0.7590578757215432,1.6320917146096667,1.6473727093331576,1.4853609170529694,0.5409601065275287,1.4887755978516246,0.7775701822442485,1.794725747047147,1.1195398113717114,1.5040542399901313,0.5815922533867582,2.309714989353788,0.9177677013589574,1.7469618640116864,0.6168890677446793,1.6920897135840303,0.6226259162283446,2.309714989353788,0.9177677013589574
kannada,401.9520525978191,147.16308531109686,16.661161000641435,56.49775497113534,257.9310455420141,70.59284797947402,45.39528543938422,39.0716805644644,401.9520525978191,45.13710711994869,51.385022450288645,257.9100384862091,93.61417575368826,51.385022450288645,1.83586055963733,0.6601498603139984,8.33018105734173,2.226516797940228,2.0540461092680466,2.0732777905985524,1.3201990430264985,0.4808090792977879,1.23107666344983,0.6429770255078614,3.02288838130338,1.8856607444174707,1.3354794631038067,0.5164072475892739,1.3700563522399802,0.5443933450331542,8.331314816157807,2.9419629219751777,3.063454413786589,1.1272369874334793,1.3700563522399802,0.5443933450331542
persian,251.3661000641437,140.73620910840282,27.323765234124437,55.0271007055805,103.31751122514433,55.64239897370109,50.22883258499038,60.598139833226426,251.3661000641437,46.51523412443874,57.910359204618345,54.91773572803079,52.92847979474022,57.910359204618345,1.7880725340003127,0.642965952591077,3.336758369240968,0.8918591935327584,1.619031621383278,1.6341903366944697,1.460769682781006,0.53200411707158,1.9093357316450836,0.9972238495600909,1.8904037395169793,1.1792232041231312,1.3762543472175437,0.5321742033962984,1.5440385486946633,0.6135253553693174,1.774017591662091,0.6264430156305735,1.7320452136312592,0.6373280502969777,1.5440385486946633,0.6135253553693174
gujarati,365.25208466966006,143.00994227068634,27.88181526619628,54.3855035279025,227.18665811417574,75.99550994227069,50.343008338678644,45.40747273893521,365.25208466966006,50.444034637588196,68.92190506735086,227.18665811417574,88.11658114175754,68.92190506735086,1.7672242196863113,0.6354691894464461,7.337255551872721,1.9611245691504824,2.2112478244842917,2.2319513585049617,1.4640901756316864,0.5332134219251047,1.4307058009165456,0.7472410025808698,2.746885544827653,1.7134917297396113,1.4924964534296168,0.5771230534395961,1.8376345741087539,0.7301860475388753,7.338851879862831,2.5915033337296616,2.8835497108552595,1.0610387654378202,1.8376345741087539,0.7301860475388753
hausa,145.5025657472739,137.6808851828095,25.98829377806286,50.76042334830019,63.42431045542014,54.56109685695959,51.67928159076331,56.042495189223864,145.5025657472739,42.6529826812059,54.43745991019885,61.68168697883259,53.08675432969852,54.43745991019885,1.649429420040644,0.5931118218764581,2.048361368909513,0.5474924212012569,1.5875688816099514,1.602433016686369,1.5029520673798886,0.5473667047122126,1.7657957628702943,0.9222545930511793,1.0942549306679468,0.6825900618454639,1.2619812399474302,0.48798673183332597,1.451442155580069,0.5767320803312194,1.9925147374200969,0.7035989646688678,1.737224630304048,0.6392338824910597,1.451442155580069,0.5767320803312194
uzbek,231.08258499037845,125.48444515715202,16.512187299550995,50.06109685695959,88.5926876202694,58.89737010904426,53.93954457985888,79.62732520846697,231.08258499037845,48.19692110327133,43.583707504810775,71.41035920461835,60.650256574727386,43.583707504810775,1.626705226408212,0.5849405186838225,2.8612031819688433,0.764751318503343,1.71374179369812,1.729787264104291,1.5686857004281196,0.571306524811131,2.5089103007826514,1.3103746747523368,1.7378611622314575,1.084068003680185,1.4260107132520747,0.5514141458617704,1.162053308021857,0.4617431147460216,2.3067818033007677,0.8145732917493621,1.9847346270505135,0.7303083315954925,1.162053308021857,0.4617431147460216
tagalog,170.53688261706222,168.76282873636947,28.050673508659397,49.68104554201411,61.22915330339961,54.052758178319436,47.21600384862091,56.34765875561257,170.53688261706222,44.500641436818476,52.76603592046183,60.51507376523413,51.74839640795382,52.76603592046183,1.6143556875618779,0.5804997967011244,1.9774662330129267,0.5285433479602996,1.5727777077879963,1.587503355641481,1.3731497113223208,0.500093415403011,1.7754109045711082,0.927276469749988,1.2825260070574218,0.8000324987718925,1.316648241897451,0.5091255338822598,1.4068777096534208,0.5590243504645667,1.9548294188949786,0.6902914841270568,1.6934278607487327,0.6231183044851744,1.4068777096534208,0.5590243504645667
albanian,148.39977549711352,134.8505452212957,25.30548428479795,49.32921744708146,60.32216164207826,50.524053880692755,41.16148171905068,59.06686978832585,148.39977549711352,40.80612572161642,52.582745349583064,59.81542655548429,55.185535599743424,52.582745349583064,1.6029232452712208,0.5763888498530065,1.948173889625456,0.520713998975651,1.4701026983393757,1.4838670176942388,1.1970703179651723,0.43596628892874617,1.8610882339566588,0.972024742572742,1.1160434540363098,0.6961816199885502,1.2073379608762282,0.466857103019095,1.4019907134244889,0.5570824973284654,1.9322285880049315,0.6823106542158648,1.8059056894868861,0.6645059511396375,1.4019907134244889,0.5570824973284654
romanian,154.96728672225785,143.58835792174472,26.13053239255933,49.08146247594612,57.3138229634381,50.92511225144323,44.396889031430405,59.64528543938422,154.96728672225785,46.02998717126363,52.58066067992303,56.965041693393204,47.33146247594612,52.58066067992303,1.5948725965296233,0.5734939488136527,1.851016117003646,0.4947453662047867,1.481772327906792,1.4956459080012623,1.2911633850372624,0.470234455676939,1.8793130453675024,0.9815433496418976,1.1654345524229437,0.7269915089435567,1.3618972609564117,0.526622561754216,1.4019351307902141,0.5570604115097696,1.8401520881033537,0.6497965007271098,1.548886976417124,0.5699326490102031,1.4019351307902141,0.5570604115097696
azeri,155.95381654906993,133.25288646568313,18.541051956382297,47.729474021808855,69.70141116100064,51.02677998717127,39.751282873636946,60.768922386144965,155.95381654906993,40.020525978191145,46.051796023091725,63.271488133418856,55.31302116741501,46.051796023091725,1.5509405450471576,0.5576965956338522,2.2510875870069604,0.6016777176395675,1.4847305626711833,1.49863184021024,1.1560585003684254,0.42103001521821837,1.9147167752138523,1.0000343060415577,1.1728537695459953,0.7316195747926887,1.1840942842095774,0.457869167657376,1.227858871415989,0.4878910251727366,2.0438703728644985,0.7217337223446775,1.8100775600591932,0.6660410439403419,1.227858871415989,0.4878910251727366
pashto,212.00497113534317,120.90105837075048,28.137908915971778,47.17527261064785,102.49342527261065,49.711674150096215,44.25898011545863,69.17511225144324,212.00497113534317,45.36337395766517,57.302597819114816,74.28592046183451,60.87604233483002,57.302597819114816,1.5329321035902246,0.5512210111730065,3.310143561484919,0.8847455046303346,1.4464648161368439,1.4600078180559417,1.2871526773805415,0.468773778466221,2.179580329127867,1.13836946023402,1.5943875889715124,0.9945699968629658,1.3421740595064693,0.5189959344223798,1.527834073009928,0.607086489764922,2.3996715808667366,0.8473746307288476,1.9921232984540465,0.7330270871469287,1.527834073009928,0.607086489764922
macedonian,227.5639833226427,128.2516035920462,24.198845413726747,47.01523412443874,72.4607119948685,47.234445157152024,37.628287363694675,65.37973059653623,227.5639833226427,38.50930083386786,46.321199486850546,57.11369467607441,50.75400898011546,46.321199486850546,1.5277317492574645,0.5493510362621488,2.3402023947630095,0.6254966016528011,1.3743846731710503,1.3872528010775733,1.0943169205226977,0.3985440784825262,2.0599948463244693,1.0759113531886144,1.711399448623851,1.067561335789799,1.1393814022119213,0.440579454889701,1.2350418579991962,0.49074519251188814,1.8449540524020183,0.6514921755672829,1.6608872702847366,0.6111445806396799,1.2350418579991962,0.49074519251188814
urdu,230.85551635663887,132.41725465041694,30.227228992944195,46.160198845413724,122.26330981398333,51.88165490699166,39.09765875561257,38.571039127645925,230.85551635663887,37.527261064785115,52.300833867864014,91.37876844130854,54.31221937139192,52.300833867864014,1.4999478922411547,0.5393603486622559,3.9486348193569776,1.055403441259119,1.5096049310134054,1.5237391029958227,1.137049611520991,0.41410708462416435,1.2153023742275801,0.6347382976814393,1.7361534880691947,1.0830027661570427,1.1103256202346667,0.4293440770258171,1.3944742310356328,0.554095815077139,2.9518249536379932,1.0423516284514849,1.777327064157597,0.6539900827212272,1.3944742310356328,0.554095815077139
indonesian,181.34300833867863,180.93184733803722,24.609685695958948,46.00946119307248,56.43216805644644,47.649454778704296,41.0970173187941,37.73925593329057,181.34300833867863,40.2482360487492,48.043457344451575,56.06799230275818,43.35006414368185,48.043457344451575,1.4950497629096973,0.5375990496480213,1.8225420533642693,0.48713472958569237,1.3864602434711197,1.3994414328706866,1.195195545316333,0.43528350725582915,1.1890944183672953,0.6210501870998728,1.3637936898062948,0.8507268214922202,1.190831581794114,0.46047436631294675,1.2809616650846996,0.5089914765728926,1.8111745387109808,0.639563917063757,1.41859867129858,0.5219914112040535,1.2809616650846996,0.5089914765728926
oromo,140.18024374599102,138.09653624118025,18.236369467607442,45.29939063502245,55.891917896087236,52.87780628608082,49.49695317511225,53.281430404105194,140.18024374599102,39.45301475304682,51.420461834509304,55.47754971135343,49.95028864656831,51.420461834509304,1.471976447293002,0.5293022070575626,1.8050940503811734,0.4824711728796667,1.5385900325219184,1.5529955870370982,1.4394849505190601,0.5242523370835371,1.678799698863665,0.8768175604709955,1.0542283025284673,0.6576216766808523,1.1673032305816375,0.45137635213479516,1.3710012570226522,0.5447688039509831,1.7921013644416357,0.6328287770836954,1.6345861189534114,0.6014667377250504,1.3710012570226522,0.5447688039509831
spanish,170.34813983322644,166.08258499037845,28.467447081462478,44.593810134701734,50.84846055163566,48.883258499037844,46.44387427838358,42.033194355355995,170.34813983322644,46.62700449005773,53.51170622193714,50.704778704297624,43.14656831302117,53.51170622193714,1.4490490334010735,0.5210578286930599,1.642209769638714,0.4389349538350798,1.4223603353910328,1.4356776511922535,1.3506944120582394,0.49191532148486333,1.324388506293042,0.6917127159301423,1.28110656320927,0.7991470576950999,1.379561316524883,0.5334529523138567,1.426759190374798,0.5669242779211469,1.637925675745677,0.5783860907103725,1.4119394212907086,0.519541055525948,1.426759190374798,0.5669242779211469
serbian,208.9642398973701,116.48973701090442,21.84220654265555,43.83146247594612,70.96552277100706,44.11048749198204,35.41500962155228,64.17591404746632,208.9642398973701,36.09669660038486,43.814304041051955,53.68296985246953,43.35535599743425,43.814304041051955,1.4242770048460216,0.5121501526146859,2.291913531653961,0.6125898035741477,1.2834866109548007,1.2955036758991942,1.0299497262458843,0.3751019077123757,2.0220648049434864,1.0561009336521154,1.5715197094059563,0.9803051424040515,1.067999259846181,0.4129771916692352,1.168201602490102,0.4641861460756048,1.734130725319354,0.6123581221361479,1.4187718432846002,0.5220551320372903,1.168201602490102,0.4641861460756048
lingala,134.01250801796024,131.9438742783836,22.670141116100066,42.35695958948044,50.652020525978195,48.84252726106479,46.12315586914689,45.974342527261065,134.01250801796024,33.75112251443233,46.28447722899294,50.08595253367543,46.269884541372676,46.28447722899294,1.3763639205877756,0.4949212755552308,1.635865512098111,0.4372392408742958,1.4211751750911035,1.4344813944397612,1.3413671849495863,0.48851839773900757,1.4485668234664026,0.7565696069583208,1.0078437236944615,0.6286872376871407,0.9986003501496916,0.3861418108699163,1.234062748518509,0.49035614232101565,1.6179356215617002,0.5713271811006339,1.5141476264942644,0.5571498636760356,1.234062748518509,0.49035614232101565
turkish,140.08883899935856,127.84797947402181,17.36529826812059,40.269724182168055,51.66276459268762,43.70525978191148,35.47305965362412,52.06879409878127,140.08883899935856,36.12203335471456,39.455099422706866,40.14448364336113,39.91067992302758,39.455099422706866,1.3085404616747434,0.4705329053751473,1.6685086592641698,0.445964203153334,1.2716956657661314,1.2836023341135692,1.0316379543525505,0.3757167509103756,1.6405917632138725,0.8568619999894442,1.0535408913190818,0.6571928734406043,1.0687489028168546,0.41326706588584095,1.0519740386342065,0.4180030002735244,1.2967945463775472,0.45792549640103536,1.3060473756572664,0.4805767314688231,1.0519740386342065,0.4180030002735244
french,164.07504810776138,155.8845413726748,27.298588838999358,40.14480436177037,46.81895445798589,44.66581141757537,44.56093649775497,36.807729313662605,164.07504810776138,44.04057087876844,52.29377806286081,46.76042334830019,41.737652341244385,52.29377806286081,1.3044812672606951,0.4690732756601593,1.5120722157772624,0.40415138217909496,1.2996449185085643,1.3118132709144772,1.2959342617033383,0.4719719821729442,1.1597437309579268,0.6057206643760786,1.2339296525076038,0.7697183665455234,1.303036054031229,0.5038619318098425,1.3942861051965487,0.5540210630753993,1.510510448286937,0.5333930874269461,1.365833691921789,0.5025758664102385,1.3942861051965487,0.5540210630753993
dutch,161.09220654265556,159.82889672867222,27.522931366260423,39.52132777421424,50.44114817190507,45.90586914688903,41.44018601667736,54.935695958948045,161.09220654265556,41.63293778062861,46.59429121231559,50.364817190506734,41.25320718409237,46.59429121231559,1.2842217706216457,0.4617882431417078,1.6290551458402387,0.43541894492047456,1.3357269838603563,1.3482331664539466,1.2051756783225915,0.4389182156638948,1.7309225584462173,0.9040407239102554,1.2114971333746587,0.7557250874720997,1.2318009935141652,0.47631654264453355,1.2423231830891974,0.49363843476103997,1.6269438372201444,0.5745081719820372,1.349980583747022,0.4967425137675619,1.2423231830891974,0.49363843476103997
bosnian-mihanovich,121.65266196279667,118.37091084028224,21.60086593970494,39.11385503527902,47.54554201411161,40.45125080179602,35.07841565105837,48.50497113534317,121.65266196279667,34.65234124438743,45.197241821680564,45.964239897370106,41.67783835792174,45.197241821680564,1.2709811890990568,0.45702711463620743,1.535538200198873,0.41042344375077866,1.1770134893638862,1.188033664737271,1.0201608013953531,0.37153683624110007,1.5283022681224958,0.7982145024832296,0.9148912563706136,0.5707040121689846,1.025264865942012,0.3964525266757665,1.2050742669505656,0.4788375384165827,1.4847911896646395,0.5243110749334626,1.3638763237161657,0.5018556279012288,1.2050742669505656,0.4788375384165827
bosnian-rwwad,122.19916613213599,117.85647851186658,21.56221937139192,38.88694676074407,47.38149454778704,40.194034637588196,34.768922386144965,48.35695958948044,122.19916613213599,34.8662604233483,44.78624118024375,45.793457344451575,41.506254008980115,44.78624118024375,1.2636079412224481,0.4543757975030776,1.530240097779251,0.4090073503965892,1.1695292487296853,1.1804793504420028,1.0111600272355032,0.36825880482634926,1.523638697029563,0.795778773532625,0.9190012518119919,0.5732678041738354,1.0315941300108653,0.3988999456944506,1.194115936823923,0.47448323431524625,1.4792743698393132,0.5223629695345584,1.3582613532603562,0.49978952815688454,1.194115936823923,0.47448323431524625
croatian,121.8234445157152,117.58739576651699,21.498556767158433,38.82825529185375,47.21889031430404,40.03303399615138,34.63470173187941,48.268922386144965,121.8234445157152,34.72322001282873,44.69002565747274,45.63486209108403,41.42527261064785,44.69002565747274,1.2617007972487102,0.45369001512093937,1.5249886062313558,0.4076037153417035,1.1648445993551608,1.1757508394990794,1.007256582690532,0.36683719223870864,1.5208648069645356,0.7943300030083759,0.9161756299460443,0.5715051971705004,1.027361968429593,0.3972634406234864,1.1915505844727774,0.47346388883697776,1.4741512385649018,0.520553883863651,1.3556112971106518,0.4988144063149277,1.1915505844727774,0.47346388883697776
german,150.67190506735088,148.04153303399616,24.38662604233483,38.42944194996793,44.38053239255933,41.224502886465686,39.82488774855677,47.005291853752404,150.67190506735088,40.52020525978191,44.94050673508659,44.30981398332264,36.81141757536883,44.94050673508659,1.2487415976238863,0.44903006762263986,1.433320558501823,0.3831023933777218,1.1995128711208163,1.2107437043456148,1.1581990989898614,0.4218096092178923,1.4810501371787164,0.7735352639717951,1.133131049520139,0.7068407657974499,1.1988783822894478,0.46358592752410727,1.1982290517602594,0.4761175848987365,1.431347968877884,0.5054391468578797,1.204626315844712,0.4432575634698118,1.1982290517602594,0.4761175848987365
portuguese,132.33098139833226,128.50930083386785,22.312379730596536,36.911321359846056,42.71889031430404,41.120910840282235,38.09669660038486,34.166933932007694,132.33098139833226,38.07809493264914,45.941629249518925,42.641757536882615,37.384060295060934,45.941629249518925,1.1994111823250482,0.43129153808247006,1.3796559081869406,0.3687587381127061,1.1964986445312318,1.2077012560695903,1.1079393357148852,0.40350528561334853,1.0765371342532475,0.5622628265011531,0.9951977694109247,0.6207987626393516,1.126623237983176,0.4356460892665816,1.2249215429739275,0.4867238746001193,1.3774644385276047,0.4864117361917741,1.223365623786484,0.4501529299997683,1.2249215429739275,0.4867238746001193
chinese,119.2325208466966,39.74727389352149,1.0011225144323284,34.525817831943556,48.789127645926875,39.74599101988454,31.52437459910199,27.489255933290572,119.2325208466966,30.215843489416294,32.77677998717127,34.28014753046825,29.94980756895446,32.77677998717127,1.1218956802667919,0.4034180443210286,1.5757012346702022,0.4211583449841503,1.1564924854304603,1.1673205261645843,0.9168011341908164,0.33389382575139953,0.8661358044028558,0.4523726586126637,0.8966905371214113,0.5593505060254378,0.8940014328618808,0.3456951844187105,0.8739129319412022,0.3472502306269145,1.107357831812107,0.3910313983372509,0.9800852216076658,0.36063481397378566,0.8739129319412022,0.3472502306269145
english,132.9695317511225,131.55869146889032,24.2482360487492,30.774534958306607,30.963438101347016,34.36770365618987,34.385182809493266,31.737812700449005,132.9695317511225,33.79842847979474,37.50577293136626,30.956703014753046,30.558370750481078,37.50577293136626,1.0,0.35958605725720777,1.0,0.2672831217729544,1.0,1.009362828440769,1.0,0.36419438556443284,1.0,0.5222883713074824,1.0,0.6237943670299959,1.0,0.3866830317173763,1.0,0.3973510608838065,1.0,0.3531210843538784,1.0,0.36796270979601614,1.0,0.3973510608838065
