tokenizer,flores_code,mean_tok_per_sent
gpt4_cl100k,eng_Latn,26.859683794466402
gpt4_cl100k,fra_Latn,43.191699604743086
gpt4_cl100k,gaz_Latn,62.16106719367589
gpt4_cl100k,guj_Gujr,205.8083003952569
gpt4_cl100k,hau_Latn,53.559288537549406
gpt4_cl100k,hrv_Latn,49.480237154150196
gpt4_cl100k,ind_Latn,41.66205533596838
gpt4_cl100k,jpn_Jpan,60.85276679841897
gpt4_cl100k,kan_Knda,237.96245059288538
gpt4_cl100k,khm_Khmr,234.08596837944663
gpt4_cl100k,kir_Cyrl,94.14525691699605
gpt4_cl100k,lin_Latn,50.24703557312253
gpt4_cl100k,lit_Latn,58.797430830039524
gpt4_cl100k,mal_Mlym,240.0513833992095
gpt4_cl100k,mkd_Cyrl,74.15810276679842
gpt4_cl100k,mos_Latn,61.33399209486166
gpt4_cl100k,nld_Latn,43.066205533596836
gpt4_cl100k,pbt_Arab,100.87351778656127
gpt4_cl100k,pes_Arab,87.46343873517786
gpt4_cl100k,por_Latn,39.702569169960476
gpt4_cl100k,ron_Latn,50.40711462450593
gpt4_cl100k,spa_Latn,41.476284584980235
gpt4_cl100k,srp_Cyrl,77.9298418972332
gpt4_cl100k,tam_Taml,205.3083003952569
gpt4_cl100k,tgk_Cyrl,97.26383399209486
gpt4_cl100k,tgl_Latn,55.359683794466406
gpt4_cl100k,tur_Latn,51.60276679841897
gpt4_cl100k,twi_Latn,67.19565217391305
gpt4_cl100k,uig_Arab,138.87252964426878
gpt4_cl100k,urd_Arab,116.5592885375494
gpt4_cl100k,uzn_Latn,58.23320158102767
gpt4_cl100k,vie_Latn,65.63932806324111
gpt4_cl100k,yor_Latn,79.29545454545455
gpt4_cl100k,zho_Hans,50.208498023715414
mbert,als_Latn,48.89525691699605
mbert,arb_Arab,43.527667984189726
mbert,asm_Beng,73.47529644268775
mbert,azj_Latn,47.191699604743086
mbert,bos_Latn,39.19565217391305
mbert,ckb_Arab,30.266798418972332
mbert,deu_Latn,35.890316205533594
mbert,eng_Latn,28.525691699604742
mbert,fra_Latn,38.38142292490119
mbert,gaz_Latn,58.35474308300395
mbert,guj_Gujr,67.58893280632411
mbert,hau_Latn,47.38636363636363
mbert,hrv_Latn,38.530632411067195
mbert,ind_Latn,32.623517786561266
mbert,jpn_Jpan,44.130434782608695
mbert,kan_Knda,62.616600790513836
mbert,khm_Khmr,8.793478260869565
mbert,kir_Cyrl,49.437747035573125
mbert,lin_Latn,48.2895256916996
mbert,lit_Latn,43.11857707509881
mbert,mal_Mlym,74.63438735177866
mbert,mkd_Cyrl,44.86166007905138
mbert,mos_Latn,50.558300395256914
mbert,nld_Latn,36.33300395256917
mbert,pbt_Arab,45.559288537549406
mbert,pes_Arab,39.58596837944664
mbert,por_Latn,35.05731225296443
mbert,ron_Latn,43.15810276679842
mbert,spa_Latn,36.70454545454545
mbert,srp_Cyrl,44.75691699604743
mbert,tam_Taml,60.0800395256917
mbert,tgk_Cyrl,61.32411067193676
mbert,tgl_Latn,48.69565217391305
mbert,tur_Latn,39.9100790513834
mbert,twi_Latn,55.06126482213439
mbert,uig_Arab,52.45454545454545
mbert,urd_Arab,48.56422924901186
mbert,uzn_Latn,51.06126482213439
mbert,vie_Latn,36.944664031620555
mbert,yor_Latn,59.83695652173913
mbert,zho_Hans,39.74308300395257
xlmr,als_Latn,39.90415019762846
xlmr,arb_Arab,35.540513833992094
xlmr,asm_Beng,57.11758893280632
xlmr,azj_Latn,34.75296442687747
xlmr,bos_Latn,33.94367588932806
xlmr,ckb_Arab,69.4802371541502
xlmr,deu_Latn,35.49505928853755
xlmr,eng_Latn,30.297430830039527
xlmr,fra_Latn,39.433794466403164
xlmr,gaz_Latn,53.848814229249015
xlmr,guj_Gujr,42.94268774703557
xlmr,hau_Latn,42.11462450592885
xlmr,hrv_Latn,33.269762845849804
xlmr,ind_Latn,28.374505928853754
xlmr,jpn_Jpan,33.74802371541502
xlmr,kan_Knda,40.9901185770751
xlmr,khm_Khmr,48.23320158102767
xlmr,kir_Cyrl,35.26482213438735
xlmr,lin_Latn,46.126482213438734
xlmr,lit_Latn,35.351778656126484
xlmr,mal_Mlym,41.69664031620553
xlmr,mkd_Cyrl,35.616600790513836
xlmr,mos_Latn,53.44268774703557
xlmr,nld_Latn,34.609683794466406
xlmr,pbt_Arab,40.71739130434783
xlmr,pes_Arab,33.23221343873518
xlmr,por_Latn,33.687747035573125
xlmr,ron_Latn,37.69565217391305
xlmr,spa_Latn,36.24901185770751
xlmr,srp_Cyrl,35.91798418972332
xlmr,tam_Taml,40.866600790513836
xlmr,tgk_Cyrl,64.65711462450592
xlmr,tgl_Latn,43.43280632411067
xlmr,tur_Latn,31.484189723320156
xlmr,twi_Latn,56.91304347826087
xlmr,uig_Arab,42.637351778656125
xlmr,urd_Arab,37.06719367588933
xlmr,uzn_Latn,40.373517786561266
xlmr,vie_Latn,35.67292490118577
xlmr,yor_Latn,68.84584980237155
xlmr,zho_Hans,29.08102766798419
bloom,als_Latn,58.42094861660079
bloom,arb_Arab,31.108695652173914
bloom,asm_Beng,38.11363636363637
bloom,azj_Latn,62.22430830039526
bloom,bos_Latn,49.4703557312253
bloom,ckb_Arab,86.5
bloom,deu_Latn,45.59387351778656
bloom,eng_Latn,27.09090909090909
bloom,fra_Latn,32.6294466403162
bloom,gaz_Latn,59.10770750988142
bloom,guj_Gujr,36.66304347826087
bloom,hau_Latn,47.83596837944664
bloom,hrv_Latn,48.49802371541502
bloom,ind_Latn,26.09090909090909
bloom,jpn_Jpan,47.884387351778656
bloom,kan_Knda,35.269762845849804
bloom,khm_Khmr,169.46541501976284
bloom,kir_Cyrl,81.90118577075098
bloom,lin_Latn,44.77075098814229
bloom,lit_Latn,52.05237154150198
bloom,mal_Mlym,37.47826086956522
bloom,mkd_Cyrl,67.66106719367589
bloom,mos_Latn,53.1205533596838
bloom,nld_Latn,46.36758893280632
bloom,pbt_Arab,67.95553359683794
bloom,pes_Arab,47.78853754940712
bloom,por_Latn,30.357707509881422
bloom,ron_Latn,51.69367588932806
bloom,spa_Latn,32.691699604743086
bloom,srp_Cyrl,69.41798418972331
bloom,tam_Taml,34.790513833992094
bloom,tgk_Cyrl,88.74407114624506
bloom,tgl_Latn,50.144268774703555
bloom,tur_Latn,53.08201581027668
bloom,twi_Latn,48.87845849802372
bloom,uig_Arab,98.5197628458498
bloom,urd_Arab,36.719367588932805
bloom,uzn_Latn,53.51383399209486
bloom,vie_Latn,34.258893280632414
bloom,yor_Latn,43.797430830039524
bloom,zho_Hans,24.772727272727273
nllb,als_Latn,40.67588932806324
nllb,arb_Arab,42.16699604743083
nllb,asm_Beng,41.66699604743083
nllb,azj_Latn,40.33300395256917
nllb,bos_Latn,35.90217391304348
nllb,ckb_Arab,39.50592885375494
nllb,deu_Latn,39.16304347826087
nllb,eng_Latn,30.277667984189723
nllb,fra_Latn,40.969367588932805
nllb,gaz_Latn,42.965415019762844
nllb,guj_Gujr,40.75592885375494
nllb,hau_Latn,35.62154150197628
nllb,hrv_Latn,35.24703557312253
nllb,ind_Latn,28.275691699604742
nllb,jpn_Jpan,30.387351778656125
nllb,kan_Knda,41.33399209486166
nllb,khm_Khmr,53.83300395256917
nllb,kir_Cyrl,37.78162055335969
nllb,lin_Latn,33.89525691699605
nllb,lit_Latn,35.45454545454545
nllb,mal_Mlym,45.16501976284585
nllb,mkd_Cyrl,37.41897233201581
nllb,mos_Latn,40.89723320158103
nllb,nld_Latn,35.99505928853755
nllb,pbt_Arab,43.258893280632414
nllb,pes_Arab,34.13241106719368
nllb,por_Latn,35.42490118577075
nllb,ron_Latn,40.92292490118577
nllb,spa_Latn,37.526679841897234
nllb,srp_Cyrl,37.55731225296443
nllb,tam_Taml,42.883399209486164
nllb,tgk_Cyrl,47.298418972332016
nllb,tgl_Latn,40.83498023715415
nllb,tur_Latn,34.473320158102766
nllb,twi_Latn,37.812252964426875
nllb,uig_Arab,42.4100790513834
nllb,urd_Arab,39.04347826086956
nllb,uzn_Latn,39.91304347826087
nllb,vie_Latn,35.7401185770751
nllb,yor_Latn,45.805335968379445
nllb,zho_Hans,33.08399209486166
mt5,als_Latn,49.283596837944664
mt5,arb_Arab,44.801383399209485
mt5,asm_Beng,64.26185770750988
mt5,azj_Latn,44.99407114624506
mt5,bos_Latn,44.10474308300395
mt5,ckb_Arab,58.23913043478261
mt5,deu_Latn,39.58695652173913
mt5,eng_Latn,33.390316205533594
mt5,fra_Latn,46.80039525691699
mt5,gaz_Latn,56.23814229249012
mt5,guj_Gujr,57.40217391304348
mt5,hau_Latn,45.23814229249012
mt5,hrv_Latn,43.151185770750985
mt5,ind_Latn,35.89328063241107
mt5,jpn_Jpan,30.16205533596838
mt5,kan_Knda,47.83399209486166
mt5,khm_Khmr,46.91897233201581
mt5,kir_Cyrl,43.987154150197625
mt5,lin_Latn,46.00197628458498
mt5,lit_Latn,40.5899209486166
mt5,mal_Mlym,45.13537549407115
mt5,mkd_Cyrl,43.09189723320158
mt5,mos_Latn,59.36067193675889
mt5,nld_Latn,38.869565217391305
mt5,pbt_Arab,53.476284584980235
mt5,pes_Arab,44.62154150197628
mt5,por_Latn,42.980237154150196
mt5,ron_Latn,45.44960474308301
mt5,spa_Latn,43.709486166007906
mt5,srp_Cyrl,43.3102766798419
mt5,tam_Taml,42.12154150197628
mt5,tgk_Cyrl,53.773715415019765
mt5,tgl_Latn,48.62252964426877
mt5,tur_Latn,37.33596837944664
mt5,twi_Latn,56.90217391304348
mt5,uig_Arab,85.38339920948617
mt5,urd_Arab,50.358695652173914
mt5,uzn_Latn,45.98616600790514
mt5,vie_Latn,65.17687747035573
mt5,yor_Latn,68.61462450592886
mt5,zho_Hans,30.24901185770751
llama3,als_Latn,59.68280632411067
llama3,arb_Arab,44.38537549407115
llama3,asm_Beng,164.16304347826087
llama3,azj_Latn,64.89822134387352
llama3,bos_Latn,48.308300395256914
llama3,ckb_Arab,105.87845849802372
llama3,deu_Latn,42.46442687747036
llama3,eng_Latn,26.84881422924901
llama3,fra_Latn,43.00395256916996
llama3,gaz_Latn,61.75691699604743
llama3,guj_Gujr,205.8083003952569
llama3,hau_Latn,52.944664031620555
llama3,hrv_Latn,47.47529644268775
llama3,ind_Latn,41.365612648221344
llama3,jpn_Jpan,40.56422924901186
llama3,kan_Knda,237.89229249011856
llama3,khm_Khmr,234.07608695652175
llama3,kir_Cyrl,77.88339920948617
llama3,lin_Latn,49.95059288537549
llama3,lit_Latn,57.57411067193676
llama3,mal_Mlym,239.90316205533597
llama3,mkd_Cyrl,57.07114624505929
llama3,mos_Latn,57.88241106719368
llama3,nld_Latn,42.92292490118577
llama3,pbt_Arab,72.04249011857708
llama3,pes_Arab,40.8705533596838
llama3,por_Latn,39.5998023715415
llama3,ron_Latn,50.17885375494071
llama3,spa_Latn,41.38833992094862
llama3,srp_Cyrl,58.60375494071146
llama3,tam_Taml,205.3083003952569
llama3,tgk_Cyrl,78.77766798418972
llama3,tgl_Latn,54.68577075098814
llama3,tur_Latn,37.6600790513834
llama3,twi_Latn,66.95553359683794
llama3,uig_Arab,117.92687747035573
llama3,urd_Arab,82.52173913043478
llama3,uzn_Latn,56.926877470355734
llama3,vie_Latn,37.36067193675889
llama3,yor_Latn,73.0701581027668
llama3,zho_Hans,34.398221343873516
gemma2,als_Latn,54.2203557312253
gemma2,arb_Arab,39.97924901185771
gemma2,asm_Beng,86.26778656126483
gemma2,azj_Latn,56.012845849802375
gemma2,bos_Latn,43.43873517786561
gemma2,ckb_Arab,76.62450592885375
gemma2,deu_Latn,33.541501976284586
gemma2,eng_Latn,26.715415019762847
gemma2,fra_Latn,36.41501976284585
gemma2,gaz_Latn,56.137351778656125
gemma2,guj_Gujr,80.55533596837945
gemma2,hau_Latn,46.134387351778656
gemma2,hrv_Latn,42.66106719367589
gemma2,ind_Latn,29.729249011857707
gemma2,jpn_Jpan,31.58596837944664
gemma2,kan_Knda,88.39328063241106
gemma2,khm_Khmr,142.84584980237153
gemma2,kir_Cyrl,63.08201581027668
gemma2,lin_Latn,46.605731225296445
gemma2,lit_Latn,43.094861660079054
gemma2,mal_Mlym,86.67490118577075
gemma2,mkd_Cyrl,47.94367588932806
gemma2,mos_Latn,52.4001976284585
gemma2,nld_Latn,35.55434782608695
gemma2,pbt_Arab,59.04940711462451
gemma2,pes_Arab,38.78557312252964
gemma2,por_Latn,32.880434782608695
gemma2,ron_Latn,41.57608695652174
gemma2,spa_Latn,33.805335968379445
gemma2,srp_Cyrl,46.86363636363637
gemma2,tam_Taml,69.41798418972331
gemma2,tgk_Cyrl,66.61462450592886
gemma2,tgl_Latn,48.08695652173913
gemma2,tur_Latn,37.49604743083004
gemma2,twi_Latn,54.30237154150198
gemma2,uig_Arab,91.54446640316206
gemma2,urd_Arab,51.519762845849804
gemma2,uzn_Latn,53.16501976284585
gemma2,vie_Latn,36.71739130434783
gemma2,yor_Latn,65.48320158102767
gemma2,zho_Hans,28.776679841897234
byt5_bytes,als_Latn,156.64229249011856
byt5_bytes,arb_Arab,208.77075098814228
byt5_bytes,asm_Beng,331.102766798419
byt5_bytes,azj_Latn,164.61660079051384
byt5_bytes,bos_Latn,134.27173913043478
byt5_bytes,ckb_Arab,233.56521739130434
byt5_bytes,deu_Latn,154.50395256916997
byt5_bytes,eng_Latn,130.52964426877472
byt5_bytes,fra_Latn,162.0810276679842
byt5_bytes,gaz_Latn,156.9397233201581
byt5_bytes,guj_Gujr,327.14229249011856
byt5_bytes,hau_Latn,140.02865612648222
byt5_bytes,hrv_Latn,131.05434782608697
byt5_bytes,ind_Latn,140.84486166007906
byt5_bytes,jpn_Jpan,165.12747035573122
byt5_bytes,kan_Knda,371.02766798418975
byt5_bytes,khm_Khmr,430.001976284585
byt5_bytes,kir_Cyrl,247.2509881422925
byt5_bytes,lin_Latn,140.6986166007905
byt5_bytes,lit_Latn,137.55335968379447
byt5_bytes,mal_Mlym,406.8705533596838
byt5_bytes,mkd_Cyrl,248.21640316205534
byt5_bytes,mos_Latn,133.28557312252966
byt5_bytes,nld_Latn,146.0009881422925
byt5_bytes,pbt_Arab,212.3083003952569
byt5_bytes,pes_Arab,220.85375494071147
byt5_bytes,por_Latn,145.7697628458498
byt5_bytes,ron_Latn,155.0998023715415
byt5_bytes,spa_Latn,158.04644268774703
byt5_bytes,srp_Cyrl,235.1798418972332
byt5_bytes,tam_Taml,416.64130434782606
byt5_bytes,tgk_Cyrl,262.3705533596838
byt5_bytes,tgl_Latn,164.64822134387353
byt5_bytes,tur_Latn,146.1590909090909
byt5_bytes,twi_Latn,137.1413043478261
byt5_bytes,uig_Arab,258.1314229249012
byt5_bytes,urd_Arab,228.95355731225297
byt5_bytes,uzn_Latn,147.70256916996047
byt5_bytes,vie_Latn,181.42885375494072
byt5_bytes,yor_Latn,166.85474308300394
byt5_bytes,zho_Hans,119.37351778656127
